contract_version,export_record_id,finding_id,source_finding_ids,source_tools,finding_type,security_domain,title,description,normalised_severity,risk_score,priority,status,producer_status,consumer_status,lifecycle_status,asset_id,asset_type,asset_criticality,data_sensitivity,internet_exposure,environment,application,service,repository,component,resource,file,line,package_name,installed_version,fixed_version,cve,cwe,owasp_category,cloud_provider,region,threat_ids,security_requirement_ids,control_ids,squad,technical_owner,risk_owner,remediation_owner,first_detected,last_detected,due_date,overdue,remediation_sla_days,suppression_id,suppression_status,exception_id,exception_status,exception_expiry,verification_status,release_decision,release_impact,required_actions,required_approvals,remediation_guidance,source_evidence,source_record_hash,lineage_references,producer_metadata
1.0,EXP-736894FAE391,FND-CONTAINER-77763b149b4f,FND-CONTAINER-77763b149b4f,trivy,Container,Container,ncurses-base CVE-2025-69720,The infocmp command-line tool in ncurses before 6.5-20251213 has a stack-based buffer overflow in analyze_string in progs/infocmp.c.,high,56.25,P3,triaged,triaged,triaged,triaged,AST-CONTAINER,container_image,high,medium,not_deployed,not_deployed,genomic-research-access-api,,devsecops-application-security-pipeline,devsecops-application-security-pipeline:milestone5 (debian 13.6),,,,ncurses-base,6.5+20250216-2,,CVE-2025-69720,,,,,THR-SUPPLY-001,SR-CONTAINER-001,,Platform Engineering,Platform Engineering,Risk Owner,Platform Engineering,2026-01-01,2026-01-01,2026-01-15,False,14,,,,,,not_verified,conditional_pass,conditional_pass,Track upstream fix availability and rebuild the image when a fix is published.,Product Security;Technical Owner,Rebuild on an updated base image or apply a compensating control when no fix exists.,outputs/security/appsec/raw/trivy.json,e752deac85ce054a71a56565faf368a170ad302e62ac146142b8d5b45f11de47,outputs/security/integration/finding-source-lineage.json;outputs/security/findings/finding-source-map.json,"{""contract_name"":""product-security-control-plane-export"",""deployment_status"":""not_deployed"",""producer"":""devsecops-application-security-pipeline"",""producer_repository"":""devsecops-application-security-pipeline"",""producer_schema_version"":""1.0""}"
1.0,EXP-2A80FB5EC3F5,FND-CONTAINER-9360fa554791,FND-CONTAINER-9360fa554791,trivy,Container,Container,libuuid1 CVE-2026-53615,"Package updates are available for Amazon Linux 2023 that fix the following vulnerabilities:
CVE-2026-53615:
	Integer Overflow or Wraparound in libblkid/src/partitions/dos.c
",high,56.25,P3,triaged,triaged,triaged,triaged,AST-CONTAINER,container_image,high,medium,not_deployed,not_deployed,genomic-research-access-api,,devsecops-application-security-pipeline,devsecops-application-security-pipeline:milestone5 (debian 13.6),,,,libuuid1,2.41-5,,CVE-2026-53615,,,,,THR-SUPPLY-001,SR-CONTAINER-001,,Platform Engineering,Platform Engineering,Risk Owner,Platform Engineering,2026-01-01,2026-01-01,2026-01-15,False,14,,,,,,not_verified,conditional_pass,conditional_pass,Track upstream fix availability and rebuild the image when a fix is published.,Product Security;Technical Owner,Rebuild on an updated base image or apply a compensating control when no fix exists.,outputs/security/appsec/raw/trivy.json,ed89248825b8988c24bcb1f273a16e309397226f8d5aa7092dd41e84dd3bb749,outputs/security/integration/finding-source-lineage.json;outputs/security/findings/finding-source-map.json,"{""contract_name"":""product-security-control-plane-export"",""deployment_status"":""not_deployed"",""producer"":""devsecops-application-security-pipeline"",""producer_repository"":""devsecops-application-security-pipeline"",""producer_schema_version"":""1.0""}"
1.0,EXP-A35403477103,FND-CONTAINER-95a38a1f2a20,FND-CONTAINER-95a38a1f2a20;FND-SUPPRESSIO-5313851a0158,trivy,Container,Container,perl-base CVE-2026-8376,"Perl versions through 5.43.10 have a heap buffer overflow when compiling regular expressions with a repeated fixed string on 32-bit builds.

Perl_study_chunk in regcomp_study.c checked the size of the joined substring buffer in characters rather than bytes. For a quantified fixed substring with a large minimum count, the byte length mincount * l could overflow SSize_t, producing an undersized SvGROW allocation; the subsequent copy writes past the end of the buffer.

A caller that compiles an attacker-controlled regular expression on a 32-bit perl build triggers a heap buffer overflow at compile time.",critical,62.25,P2,triaged,triaged,triaged,triaged,AST-CONTAINER,container_image,high,medium,not_deployed,not_deployed,genomic-research-access-api,,devsecops-application-security-pipeline,devsecops-application-security-pipeline:milestone5 (debian 13.6),,,,perl-base,5.40.1-6,,CVE-2026-8376,,,,,THR-SUPPLY-001,SR-CONTAINER-001,,Platform Engineering,Platform Engineering,Risk Owner,Platform Engineering,2026-01-01,2026-01-01,2026-01-04,False,3,,,,,,not_verified,conditional_pass,conditional_pass,Track upstream fix availability and rebuild the image when a fix is published.,Product Security;Technical Owner,Rebuild on an updated base image or apply a compensating control when no fix exists.,outputs/security/appsec/raw/trivy.json,bdfbd16f82bf62a362d2c5243e25e41b53e0ca06afec097827e94f2a6ef75a1c,outputs/security/integration/finding-source-lineage.json;outputs/security/findings/finding-source-map.json,"{""contract_name"":""product-security-control-plane-export"",""deployment_status"":""not_deployed"",""producer"":""devsecops-application-security-pipeline"",""producer_repository"":""devsecops-application-security-pipeline"",""producer_schema_version"":""1.0""}"
1.0,EXP-F055D8A380A4,FND-CONTAINER-96b263718199,FND-CONTAINER-96b263718199,trivy,Container,Container,liblastlog2-2 CVE-2026-53615,"Package updates are available for Amazon Linux 2023 that fix the following vulnerabilities:
CVE-2026-53615:
	Integer Overflow or Wraparound in libblkid/src/partitions/dos.c
",high,56.25,P3,triaged,triaged,triaged,triaged,AST-CONTAINER,container_image,high,medium,not_deployed,not_deployed,genomic-research-access-api,,devsecops-application-security-pipeline,devsecops-application-security-pipeline:milestone5 (debian 13.6),,,,liblastlog2-2,2.41-5,,CVE-2026-53615,,,,,THR-SUPPLY-001,SR-CONTAINER-001,,Platform Engineering,Platform Engineering,Risk Owner,Platform Engineering,2026-01-01,2026-01-01,2026-01-15,False,14,,,,,,not_verified,conditional_pass,conditional_pass,Track upstream fix availability and rebuild the image when a fix is published.,Product Security;Technical Owner,Rebuild on an updated base image or apply a compensating control when no fix exists.,outputs/security/appsec/raw/trivy.json,9adeef98729a64f59d05c91588eba760ce948447be9a7f0aa49d86815f32ca41,outputs/security/integration/finding-source-lineage.json;outputs/security/findings/finding-source-map.json,"{""contract_name"":""product-security-control-plane-export"",""deployment_status"":""not_deployed"",""producer"":""devsecops-application-security-pipeline"",""producer_repository"":""devsecops-application-security-pipeline"",""producer_schema_version"":""1.0""}"
1.0,EXP-23E790462222,FND-CONTAINER-9bac41a1b5ac,FND-CONTAINER-9bac41a1b5ac,trivy,Container,Container,util-linux CVE-2026-53615,"Package updates are available for Amazon Linux 2023 that fix the following vulnerabilities:
CVE-2026-53615:
	Integer Overflow or Wraparound in libblkid/src/partitions/dos.c
",high,56.25,P3,triaged,triaged,triaged,triaged,AST-CONTAINER,container_image,high,medium,not_deployed,not_deployed,genomic-research-access-api,,devsecops-application-security-pipeline,devsecops-application-security-pipeline:milestone5 (debian 13.6),,,,util-linux,2.41-5,,CVE-2026-53615,,,,,THR-SUPPLY-001,SR-CONTAINER-001,,Platform Engineering,Platform Engineering,Risk Owner,Platform Engineering,2026-01-01,2026-01-01,2026-01-15,False,14,,,,,,not_verified,conditional_pass,conditional_pass,Track upstream fix availability and rebuild the image when a fix is published.,Product Security;Technical Owner,Rebuild on an updated base image or apply a compensating control when no fix exists.,outputs/security/appsec/raw/trivy.json,626385e63ddc2c999f9c43fd859bfee141a1575e4de93e7de36c9723fb59eaed,outputs/security/integration/finding-source-lineage.json;outputs/security/findings/finding-source-map.json,"{""contract_name"":""product-security-control-plane-export"",""deployment_status"":""not_deployed"",""producer"":""devsecops-application-security-pipeline"",""producer_repository"":""devsecops-application-security-pipeline"",""producer_schema_version"":""1.0""}"
1.0,EXP-7D2AEEEFA44A,FND-CONTAINER-b26883cf2982,FND-CONTAINER-b26883cf2982,trivy,Container,Container,perl-base CVE-2026-13221,"Perl versions through 5.43.9 produce silently incorrect regular expression matches when an alternation of more than 65535 fixed string branches is compiled into a trie in Perl_study_chunk.

When such branches are combined into a trie, the delta between the first branch and the shared tail is stored in a 16-bit field. A branch count above 65535 overflows the field, and the trie's match decision table is truncated with no warning or error.

A pattern of this shape produces false positive matches (matching strings it should not) and false negative matches (failing to match strings it should). When such a pattern gates an access or filtering decision, the result is wrong.",critical,62.25,P2,triaged,triaged,triaged,triaged,AST-CONTAINER,container_image,high,medium,not_deployed,not_deployed,genomic-research-access-api,,devsecops-application-security-pipeline,devsecops-application-security-pipeline:milestone5 (debian 13.6),,,,perl-base,5.40.1-6,,CVE-2026-13221,,,,,THR-SUPPLY-001,SR-CONTAINER-001,,Platform Engineering,Platform Engineering,Risk Owner,Platform Engineering,2026-01-01,2026-01-01,2026-01-04,False,3,,,,,,not_verified,conditional_pass,conditional_pass,Track upstream fix availability and rebuild the image when a fix is published.,Product Security;Technical Owner,Rebuild on an updated base image or apply a compensating control when no fix exists.,outputs/security/appsec/raw/trivy.json,339d7f5eeb571bdb9b51e1685e50e353d4783f32caff0a2045bc5feff3e8dbe8,outputs/security/integration/finding-source-lineage.json;outputs/security/findings/finding-source-map.json,"{""contract_name"":""product-security-control-plane-export"",""deployment_status"":""not_deployed"",""producer"":""devsecops-application-security-pipeline"",""producer_repository"":""devsecops-application-security-pipeline"",""producer_schema_version"":""1.0""}"
1.0,EXP-D8D0F5136671,FND-CONTAINER-ba223b9333c9,FND-CONTAINER-ba223b9333c9,trivy,Container,Container,libsmartcols1 CVE-2026-53615,"Package updates are available for Amazon Linux 2023 that fix the following vulnerabilities:
CVE-2026-53615:
	Integer Overflow or Wraparound in libblkid/src/partitions/dos.c
",high,56.25,P3,triaged,triaged,triaged,triaged,AST-CONTAINER,container_image,high,medium,not_deployed,not_deployed,genomic-research-access-api,,devsecops-application-security-pipeline,devsecops-application-security-pipeline:milestone5 (debian 13.6),,,,libsmartcols1,2.41-5,,CVE-2026-53615,,,,,THR-SUPPLY-001,SR-CONTAINER-001,,Platform Engineering,Platform Engineering,Risk Owner,Platform Engineering,2026-01-01,2026-01-01,2026-01-15,False,14,,,,,,not_verified,conditional_pass,conditional_pass,Track upstream fix availability and rebuild the image when a fix is published.,Product Security;Technical Owner,Rebuild on an updated base image or apply a compensating control when no fix exists.,outputs/security/appsec/raw/trivy.json,17e283afb9f4765fa52222b7d79c3287457f9b0fa1c1bd5e388efa79ff70e905,outputs/security/integration/finding-source-lineage.json;outputs/security/findings/finding-source-map.json,"{""contract_name"":""product-security-control-plane-export"",""deployment_status"":""not_deployed"",""producer"":""devsecops-application-security-pipeline"",""producer_repository"":""devsecops-application-security-pipeline"",""producer_schema_version"":""1.0""}"
1.0,EXP-683CAE9975BE,FND-CONTAINER-c118af042a95,FND-CONTAINER-c118af042a95,trivy,Container,Container,perl-base CVE-2026-57432,"Perl versions through 5.43.10 have an integer overflow in S_measure_struct leading to an out-of-bounds heap read in pack and unpack.

S_measure_struct adds each item's size times its repeat count to a running total with no overflow check, so a large repeat count in a pack or unpack template wraps the signed SSize_t total negative. The @, X, and x position codes then guard their moves with a signed length comparison that passes when the length is negative, advancing the buffer pointer out of bounds.

A template derived from untrusted input can read heap memory past the buffer and return it to the caller.",high,56.25,P3,triaged,triaged,triaged,triaged,AST-CONTAINER,container_image,high,medium,not_deployed,not_deployed,genomic-research-access-api,,devsecops-application-security-pipeline,devsecops-application-security-pipeline:milestone5 (debian 13.6),,,,perl-base,5.40.1-6,,CVE-2026-57432,,,,,THR-SUPPLY-001,SR-CONTAINER-001,,Platform Engineering,Platform Engineering,Risk Owner,Platform Engineering,2026-01-01,2026-01-01,2026-01-15,False,14,,,,,,not_verified,conditional_pass,conditional_pass,Track upstream fix availability and rebuild the image when a fix is published.,Product Security;Technical Owner,Rebuild on an updated base image or apply a compensating control when no fix exists.,outputs/security/appsec/raw/trivy.json,d1f873b913c1f62e05f1ed7db3d519743d31c1470b57c5968c5669f94908f66c,outputs/security/integration/finding-source-lineage.json;outputs/security/findings/finding-source-map.json,"{""contract_name"":""product-security-control-plane-export"",""deployment_status"":""not_deployed"",""producer"":""devsecops-application-security-pipeline"",""producer_repository"":""devsecops-application-security-pipeline"",""producer_schema_version"":""1.0""}"
1.0,EXP-BC7DAE053544,FND-CONTAINER-c1e6ced9904f,FND-CONTAINER-c1e6ced9904f,trivy,Container,Container,ncurses-bin CVE-2025-69720,The infocmp command-line tool in ncurses before 6.5-20251213 has a stack-based buffer overflow in analyze_string in progs/infocmp.c.,high,56.25,P3,triaged,triaged,triaged,triaged,AST-CONTAINER,container_image,high,medium,not_deployed,not_deployed,genomic-research-access-api,,devsecops-application-security-pipeline,devsecops-application-security-pipeline:milestone5 (debian 13.6),,,,ncurses-bin,6.5+20250216-2,,CVE-2025-69720,,,,,THR-SUPPLY-001,SR-CONTAINER-001,,Platform Engineering,Platform Engineering,Risk Owner,Platform Engineering,2026-01-01,2026-01-01,2026-01-15,False,14,,,,,,not_verified,conditional_pass,conditional_pass,Track upstream fix availability and rebuild the image when a fix is published.,Product Security;Technical Owner,Rebuild on an updated base image or apply a compensating control when no fix exists.,outputs/security/appsec/raw/trivy.json,523a039694be5bfee86918e0240ab8cbecd151480498b7cdaf012ba7df3b5596,outputs/security/integration/finding-source-lineage.json;outputs/security/findings/finding-source-map.json,"{""contract_name"":""product-security-control-plane-export"",""deployment_status"":""not_deployed"",""producer"":""devsecops-application-security-pipeline"",""producer_repository"":""devsecops-application-security-pipeline"",""producer_schema_version"":""1.0""}"
1.0,EXP-A04D71447940,FND-CONTAINER-c7563eb73df0,FND-CONTAINER-c7563eb73df0,trivy,Container,Container,gzip CVE-2026-41992,"GNU gzip contains a global buffer overflow vulnerability in the LZH decompression logic caused by improper reuse of shared global state between different decompression formats within a single execution. GNU gzip maintains a global array that is shared across the LZ77, LZW, and LZH decompression routines and is not reinitialized between files processed in the same invocation.
By decompressing a specially crafted LZW file followed by a specially crafted LZH file in a single gzip -d command, an attacker can poison the shared global state and subsequently trigger an out‑of‑bounds read in the LZH decoder. The LZH decompression logic follows stale values left in the shared array, causing reads past the end of the allocated global buffer.

This issue has been fixed in the commit 63dbf6b3b9e6e781df1a6a64e609b10e23969681",high,56.25,P3,triaged,triaged,triaged,triaged,AST-CONTAINER,container_image,high,medium,not_deployed,not_deployed,genomic-research-access-api,,devsecops-application-security-pipeline,devsecops-application-security-pipeline:milestone5 (debian 13.6),,,,gzip,1.13-1,,CVE-2026-41992,,,,,THR-SUPPLY-001,SR-CONTAINER-001,,Platform Engineering,Platform Engineering,Risk Owner,Platform Engineering,2026-01-01,2026-01-01,2026-01-15,False,14,,,,,,not_verified,conditional_pass,conditional_pass,Track upstream fix availability and rebuild the image when a fix is published.,Product Security;Technical Owner,Rebuild on an updated base image or apply a compensating control when no fix exists.,outputs/security/appsec/raw/trivy.json,e21a715f787dbd62f33835df7ff922c7ffa88da153e5f57483608dceb3fae234,outputs/security/integration/finding-source-lineage.json;outputs/security/findings/finding-source-map.json,"{""contract_name"":""product-security-control-plane-export"",""deployment_status"":""not_deployed"",""producer"":""devsecops-application-security-pipeline"",""producer_repository"":""devsecops-application-security-pipeline"",""producer_schema_version"":""1.0""}"
1.0,EXP-CD9451796A65,FND-CONTAINER-d0df15bb32ed,FND-CONTAINER-d0df15bb32ed,trivy,Container,Container,login CVE-2026-53615,"Package updates are available for Amazon Linux 2023 that fix the following vulnerabilities:
CVE-2026-53615:
	Integer Overflow or Wraparound in libblkid/src/partitions/dos.c
",high,56.25,P3,triaged,triaged,triaged,triaged,AST-CONTAINER,container_image,high,medium,not_deployed,not_deployed,genomic-research-access-api,,devsecops-application-security-pipeline,devsecops-application-security-pipeline:milestone5 (debian 13.6),,,,login,1:4.16.0-2+really2.41-5,,CVE-2026-53615,,,,,THR-SUPPLY-001,SR-CONTAINER-001,,Platform Engineering,Platform Engineering,Risk Owner,Platform Engineering,2026-01-01,2026-01-01,2026-01-15,False,14,,,,,,not_verified,conditional_pass,conditional_pass,Track upstream fix availability and rebuild the image when a fix is published.,Product Security;Technical Owner,Rebuild on an updated base image or apply a compensating control when no fix exists.,outputs/security/appsec/raw/trivy.json,d626c5c7169b96509f9fa24734f1c94b621b7c521f788bd986cf2581ff9ab9bc,outputs/security/integration/finding-source-lineage.json;outputs/security/findings/finding-source-map.json,"{""contract_name"":""product-security-control-plane-export"",""deployment_status"":""not_deployed"",""producer"":""devsecops-application-security-pipeline"",""producer_repository"":""devsecops-application-security-pipeline"",""producer_schema_version"":""1.0""}"
1.0,EXP-C3A12BE5921F,FND-CONTAINER-ef0f3e5e6558,FND-CONTAINER-ef0f3e5e6558,trivy,Container,Container,mount CVE-2026-53615,"Package updates are available for Amazon Linux 2023 that fix the following vulnerabilities:
CVE-2026-53615:
	Integer Overflow or Wraparound in libblkid/src/partitions/dos.c
",high,56.25,P3,triaged,triaged,triaged,triaged,AST-CONTAINER,container_image,high,medium,not_deployed,not_deployed,genomic-research-access-api,,devsecops-application-security-pipeline,devsecops-application-security-pipeline:milestone5 (debian 13.6),,,,mount,2.41-5,,CVE-2026-53615,,,,,THR-SUPPLY-001,SR-CONTAINER-001,,Platform Engineering,Platform Engineering,Risk Owner,Platform Engineering,2026-01-01,2026-01-01,2026-01-15,False,14,,,,,,not_verified,conditional_pass,conditional_pass,Track upstream fix availability and rebuild the image when a fix is published.,Product Security;Technical Owner,Rebuild on an updated base image or apply a compensating control when no fix exists.,outputs/security/appsec/raw/trivy.json,a4953d8ab310a0e7afc866456c7d90ed1841224bb1d3a23eb9289efe81e5aa20,outputs/security/integration/finding-source-lineage.json;outputs/security/findings/finding-source-map.json,"{""contract_name"":""product-security-control-plane-export"",""deployment_status"":""not_deployed"",""producer"":""devsecops-application-security-pipeline"",""producer_repository"":""devsecops-application-security-pipeline"",""producer_schema_version"":""1.0""}"
1.0,EXP-6166F5BB25A6,FND-DAST-7f68e8fb688f,FND-DAST-7f68e8fb688f,zap,DAST,DAST,ZAP is Out of Date,<p>The version of ZAP you are using to test your app is out of date and is no longer being updated.</p><p>The risk level is set based on how out of date your ZAP version is.</p>,low,52.25,P3,false_positive,false_positive,false_positive,false_positive,AST-APP-FASTAPI,application,high,high,planned,locally_validated,genomic-research-access-api,,devsecops-application-security-pipeline,,http://host.docker.internal:8000,,,,,,,CWE-1104,,,,THR-API-001;THR-API-002,SR-API-001;SR-API-003,,Application Engineering,Application Engineering,Risk Owner,Application Engineering,2026-01-01,2026-01-01,2026-03-02,False,60,,,,,,not_verified,conditional_pass,warn,Review during normal maintenance.,,<p>Download the latest version of ZAP from https://www.zaproxy.org/download/ and install it.</p>,outputs/security/dynamic/raw/zap-report.json,b1af271ad6b3ea9f4f8f58c3f8a78eb66f7528305954623d97859e3a0f525cfb,outputs/security/integration/finding-source-lineage.json;outputs/security/findings/finding-source-map.json,"{""contract_name"":""product-security-control-plane-export"",""deployment_status"":""not_deployed"",""producer"":""devsecops-application-security-pipeline"",""producer_repository"":""devsecops-application-security-pipeline"",""producer_schema_version"":""1.0""}"
1.0,EXP-173B8CE6BF87,FND-DAST-e607d905531a,FND-DAST-e607d905531a,zap,DAST,DAST,Storable and Cacheable Content,"<p>The response contents are storable by caching components such as proxy servers, and may be retrieved directly from the cache, rather than from the origin server by the caching servers, in response to similar requests from other users. If the response data is sensitive, personal or user-specific, this may result in sensitive information being leaked. In some cases, this may even result in a user gaining complete control of the session of another user, depending on the configuration of the caching components in use in their environment. This is primarily an issue where ""shared"" caching servers such as ""proxy"" caches are configured on the local network. This configuration is typically found in corporate or educational environments, for instance.</p>",informational,46.25,P3,triaged,triaged,triaged,triaged,AST-APP-FASTAPI,application,high,high,planned,locally_validated,genomic-research-access-api,,devsecops-application-security-pipeline,,http://host.docker.internal:8000,,,,,,,CWE-524,,,,THR-API-001;THR-API-002,SR-API-001;SR-API-003,,Application Engineering,Application Engineering,Risk Owner,Application Engineering,2026-01-01,2026-01-01,2026-04-01,False,90,,,,,,not_verified,conditional_pass,warn,Review during normal maintenance.,,"<p>Validate that the response does not contain sensitive, personal or user-specific information. If it does, consider the use of the following HTTP response headers, to limit, or prevent the content being stored and retrieved from the cache by another user:</p><p>Cache-Control: no-cache, no-store, must-revalidate, private</p><p>Pragma: no-cache</p><p>Expires: 0</p><p>This configuration directs both HTTP 1.0 and HTTP 1.1 compliant caching servers to not store the response, and to not retrieve the response (without validation) from the cache, in response to a similar request.</p>",outputs/security/dynamic/raw/zap-report.json,3a760ee8d162f8253912d818d5c1e680ad6c2e4c23365ddddabf6f49353788b3,outputs/security/integration/finding-source-lineage.json;outputs/security/findings/finding-source-map.json,"{""contract_name"":""product-security-control-plane-export"",""deployment_status"":""not_deployed"",""producer"":""devsecops-application-security-pipeline"",""producer_repository"":""devsecops-application-security-pipeline"",""producer_schema_version"":""1.0""}"
1.0,EXP-188501BE1507,FND-SECUREDESI-0e84d1c52550,FND-SECUREDESI-0e84d1c52550,threat-model,Threat Model,Secure Design,Residual design risk RR-009,Future deployment identity risks remain until deployment workflows are activated.,medium,59.75,P3,triaged,triaged,triaged,triaged,AST-APP-FASTAPI,application,high,high,planned,locally_validated,genomic-research-access-api,,devsecops-application-security-pipeline,threat-model,RR-009,,,,,,,,,,,THR-CI-001,SR-API-001;SR-API-003,,Product Security,Product Security,Risk Owner,Product Security,2026-01-01,2026-01-01,2026-01-31,False,30,,,,,,not_verified,conditional_pass,warn,Track remediation within SLA.,,,docs/threat-model/residual-risk-register.yaml,888056ce7dffb2529e5e956ee9f01a4febb7bf1665110dde96a54e98a958116c,outputs/security/integration/finding-source-lineage.json;outputs/security/findings/finding-source-map.json,"{""contract_name"":""product-security-control-plane-export"",""deployment_status"":""not_deployed"",""producer"":""devsecops-application-security-pipeline"",""producer_repository"":""devsecops-application-security-pipeline"",""producer_schema_version"":""1.0""}"
1.0,EXP-81C58FDA6403,FND-SECUREDESI-17c88481ce5d,FND-SECUREDESI-17c88481ce5d,threat-model,Threat Model,Secure Design,Residual design risk RR-003,A local application rate limiter is implemented for deterministic dynamic validation; production quota controls are not yet deployed.,medium,59.75,P3,triaged,triaged,triaged,triaged,AST-APP-FASTAPI,application,high,high,planned,locally_validated,genomic-research-access-api,,devsecops-application-security-pipeline,threat-model,RR-003,,,,,,,,,,,THR-API-005;THR-API-006,SR-API-001;SR-API-003,,Product Security,Product Security,Risk Owner,Product Security,2026-01-01,2026-01-01,2026-01-31,False,30,,,,,,not_verified,conditional_pass,warn,Track remediation within SLA.,,,docs/threat-model/residual-risk-register.yaml,f7f53b7093b31244d6dece0fbed233048d0071e5b857827fbd05547fed86dcbd,outputs/security/integration/finding-source-lineage.json;outputs/security/findings/finding-source-map.json,"{""contract_name"":""product-security-control-plane-export"",""deployment_status"":""not_deployed"",""producer"":""devsecops-application-security-pipeline"",""producer_repository"":""devsecops-application-security-pipeline"",""producer_schema_version"":""1.0""}"
1.0,EXP-6CD8A81614A0,FND-SECUREDESI-667c88d66538,FND-SECUREDESI-667c88d66538,threat-model,Threat Model,Secure Design,Residual design risk RR-005,Core AppSec scanners are configured; release provenance and some local Docker-backed scans remain future or environment-dependent.,medium,59.75,P3,triaged,triaged,triaged,triaged,AST-APP-FASTAPI,application,high,high,planned,locally_validated,genomic-research-access-api,,devsecops-application-security-pipeline,threat-model,RR-005,,,,,,,,,,,THR-SECRETS-001;THR-SUPPLY-001;THR-SUPPLY-002;THR-SUPPLY-003,SR-API-001;SR-API-003,,Product Security,Product Security,Risk Owner,Product Security,2026-01-01,2026-01-01,2026-01-31,False,30,,,,,,not_verified,conditional_pass,warn,Track remediation within SLA.,,,docs/threat-model/residual-risk-register.yaml,e0b3bb1094bc71b609da0f156ab3f3025460d993d91040b77a647ba2d281c5e5,outputs/security/integration/finding-source-lineage.json;outputs/security/findings/finding-source-map.json,"{""contract_name"":""product-security-control-plane-export"",""deployment_status"":""not_deployed"",""producer"":""devsecops-application-security-pipeline"",""producer_repository"":""devsecops-application-security-pipeline"",""producer_schema_version"":""1.0""}"
1.0,EXP-9289626FF591,FND-SECUREDESI-77c7990be9b8,FND-SECUREDESI-77c7990be9b8,threat-model,Threat Model,Secure Design,Residual design risk RR-007,"Container hardening includes non-root runtime and pinned Trivy scan wiring, but local image scans depend on Docker availability.",medium,59.75,P3,triaged,triaged,triaged,triaged,AST-APP-FASTAPI,application,high,high,planned,locally_validated,genomic-research-access-api,,devsecops-application-security-pipeline,threat-model,RR-007,,,,,,,,,,,THR-CONTAINER-001;THR-CONTAINER-002,SR-API-001;SR-API-003,,Product Security,Product Security,Risk Owner,Product Security,2026-01-01,2026-01-01,2026-01-31,False,30,,,,,,not_verified,conditional_pass,warn,Track remediation within SLA.,,,docs/threat-model/residual-risk-register.yaml,422b7bb1144efcbe6a81f228eb063b9416d7d6ba2dfedd1e755b8afa6119fb92,outputs/security/integration/finding-source-lineage.json;outputs/security/findings/finding-source-map.json,"{""contract_name"":""product-security-control-plane-export"",""deployment_status"":""not_deployed"",""producer"":""devsecops-application-security-pipeline"",""producer_repository"":""devsecops-application-security-pipeline"",""producer_schema_version"":""1.0""}"
1.0,EXP-B0D32A638B54,FND-SECUREDESI-ac50e3235345,FND-SECUREDESI-ac50e3235345,threat-model,Threat Model,Secure Design,Residual design risk RR-001,Local RS256 JWT authentication exists; external production identity provider integration remains future work.,medium,59.75,P3,triaged,triaged,triaged,triaged,AST-APP-FASTAPI,application,high,high,planned,locally_validated,genomic-research-access-api,,devsecops-application-security-pipeline,threat-model,RR-001,,,,,,,,,,,THR-AUTH-001;THR-AUTH-002,SR-API-001;SR-API-003,,Product Security,Product Security,Risk Owner,Product Security,2026-01-01,2026-01-01,2026-01-31,False,30,,,,,,not_verified,conditional_pass,warn,Track remediation within SLA.,,,docs/threat-model/residual-risk-register.yaml,54384db10434b5d2fcf0ed13bcba81e3d7afe30a41b7dcbaf5b96462c9f1ec41,outputs/security/integration/finding-source-lineage.json;outputs/security/findings/finding-source-map.json,"{""contract_name"":""product-security-control-plane-export"",""deployment_status"":""not_deployed"",""producer"":""devsecops-application-security-pipeline"",""producer_repository"":""devsecops-application-security-pipeline"",""producer_schema_version"":""1.0""}"
1.0,EXP-073E26724F4E,FND-SECUREDESI-e7cd910bd1f6,FND-SECUREDESI-e7cd910bd1f6,threat-model,Threat Model,Secure Design,Residual design risk RR-006,"Cloud IAM, encrypted storage and Terraform controls are configured as code, but no cloud deployment exists.",medium,59.75,P3,triaged,triaged,triaged,triaged,AST-APP-FASTAPI,application,high,high,planned,locally_validated,genomic-research-access-api,,devsecops-application-security-pipeline,threat-model,RR-006,,,,,,,,,,,THR-IAM-001;THR-IAM-002;THR-IAC-001;THR-IAC-002,SR-API-001;SR-API-003,,Product Security,Product Security,Risk Owner,Product Security,2026-01-01,2026-01-01,2026-01-31,False,30,,,,,,not_verified,conditional_pass,warn,Track remediation within SLA.,,,docs/threat-model/residual-risk-register.yaml,2f0278b435c138638f675f66977509fa42651b0de1c3fd9d02f12a1643b21007,outputs/security/integration/finding-source-lineage.json;outputs/security/findings/finding-source-map.json,"{""contract_name"":""product-security-control-plane-export"",""deployment_status"":""not_deployed"",""producer"":""devsecops-application-security-pipeline"",""producer_repository"":""devsecops-application-security-pipeline"",""producer_schema_version"":""1.0""}"
